,Company,Level,Years of Experience,City,Total Compensation,Salary,Germany
427,Findiq,-,5  yrs,"Herford, NW, Germany ","4,6 χιλ. | N/A | N/A",4.6,Germany
428,Wolt,L4,8  yrs,"Berlin, BE, Germany ","6,4 χιλ. | 1,2 χιλ. | N/A",6.4,Germany
429,Intek,7,12  yrs,"Munich, BY, Germany ","7,9 χιλ. | 1,3 χιλ. | N/A",7.9,Germany
430,UXCam,L2,8  yrs,"Berlin, BE, Germany ","6,3 χιλ. | N/A | N/A",6.3,Germany
431,Wooga,L2,4  yrs,"Berlin, BE, Germany ","5,4 χιλ. | N/A | 250",5.4,Germany
432,PwC,L2,3  yrs,"Munich, BY, Germany ","5,2 χιλ. | N/A | 250",5.2,Germany
433,IBM,Staff Engineer,4  yrs,"Me, BW, Germany ","7,1 χιλ. | 500 | 333,3",7.1,Germany
434,Robinson Club,L3,4  yrs,"Hannover, NI, Germany ","4,6 χιλ. | N/A | 416,7",4.6,Germany
435,Wayfair,L1,4  yrs,"Berlin, BE, Germany ","4,5 χιλ. | N/A | N/A",4.5,Germany
436,SAP SE,T4,22  yrs,"Walldorf, BW, Germany ","8,3 χιλ. | 3,3 χιλ. | N/A",8.3,Germany
437,Robinson Club,-,4  yrs,"Hannover, NI, Germany ","4,6 χιλ. | N/A | 416,7",4.6,Germany
438,JPMorgan Chase,Associate,4  yrs,"Munich, BY, Germany ","7,1 χιλ. | N/A | N/A",7.1,Germany
439,Capgemini,A4,3  yrs,"Hamburg, HH, Germany ","4,9 χιλ. | N/A | 250",4.9,Germany
440,Aiven,L5,7  yrs,"Berlin, BE, Germany ","8,3 χιλ. | N/A | N/A",8.3,Germany
441,Delivery Hero,IC3,8  yrs,"Berlin, BE, Germany ","8,9 χιλ. | 1,4 χιλ. | N/A",8.9,Germany
442,Zalando,C7,15  yrs,"Berlin, BE, Germany ","7,8 χιλ. | N/A | N/A",7.8,Germany
443,HubSpot,Senior Software Engineer II,15  yrs,"Berlin, BE, Germany ","13,3 χιλ. | 5 χιλ. | N/A",13.3,Germany
444,Zalando,C7,10  yrs,"Berlin, BE, Germany ","8,3 χιλ. | N/A | N/A",8.3,Germany
445,AMD,MTS,25  yrs,"Cologne, NW, Germany ","8,7 χιλ. | 3,3 χιλ. | N/A",8.7,Germany
446,1&1 Mail & Media,Medior,8  yrs,"Karlsruhe, BW, Germany ","6,1 χιλ. | N/A | N/A",6.1,Germany
447,Align Technology,L7,10  yrs,"Darmstadt, HE, Germany ","6,7 χιλ. | 833,3 | N/A",6.7,Germany
448,Bosch Global,EG15,8  yrs,"Stuttgart, BW, Germany ","8,5 χιλ. | N/A | N/A",8.5,Germany
449,eBay,SE 3,10  yrs,"Berlin, BE, Germany ","6,7 χιλ. | 916,7 | 250",6.7,Germany
450,SAP SE,T4,8  yrs,"Saarbrucken, SL, Germany ","8,6 χιλ. | 1,1 χιλ. | 858,3",8.6,Germany
451,GetYourGuide,L6,9  yrs,"Berlin, BE, Germany ","9,2 χιλ. | 1,2 χιλ. | N/A",9.2,Germany
452,SAP,T3,11  yrs,"Munich, BY, Germany ","7,4 χιλ. | 500 | N/A",7.4,Germany
453,Leya,L5,15  yrs,"Stuttgart, BW, Germany ","6,7 χιλ. | N/A | N/A",6.7,Germany
454,RWE,Senior,12  yrs,"Essen, NW, Germany ","8,4 χιλ. | N/A | 833,3",8.4,Germany
455,Mobimeo,Senior,6  yrs,"Berlin, BE, Germany ","6,3 χιλ. | N/A | N/A",6.3,Germany
456,Mercedes-Benz,T9,16  yrs,"Cologne, NW, Germany ","6,8 χιλ. | N/A | N/A",6.8,Germany
457,Zalando,C8,12  yrs,"Berlin, BE, Germany ","9,3 χιλ. | 608,3 | N/A",9.3,Germany
458,N/A,hidden,5-10  yrs,"Dresden, SN, Germany ","6,5 χιλ. | N/A | N/A",6.5,Germany
459,Amazon,SDE II,11  yrs,"Berlin, BE, Germany ","8 χιλ. | 1,5 χιλ. | N/A",8,Germany
460,Zalando,C7,10  yrs,"Berlin, BE, Germany ","8,3 χιλ. | N/A | N/A",8.3,Germany
461,Excelsior gmbh,L5,13  yrs,"Berlin, BE, Germany ","6,3 χιλ. | N/A | N/A",6.3,Germany
462,DKB Code Factory,Senior,6  yrs,"Berlin, BE, Germany ","7,5 χιλ. | N/A | N/A",7.5,Germany
463,C24 Bank,-,1  yr,"Frankfurt, HE, Germany ","4,4 χιλ. | 166,7 | N/A",4.4,Germany
464,Miro,Staff SWE,12  yrs,"Berlin, BE, Germany ","10,8 χιλ. | N/A | N/A",10.8,Germany
465,Analog Devices,P1,4  yrs,"Hamburg, HH, Germany ","3,3 χιλ. | N/A | N/A",3.3,Germany
466,LMU,tvl13,5  yrs,"Munich, BY, Germany ","5,3 χιλ. | N/A | N/A",5.3,Germany
467,Camunda,L3,20  yrs,"Berlin, BE, Germany ","8,3 χιλ. | N/A | N/A",8.3,Germany
468,Valeo,Software Engineer II,7  yrs,"Stuttgart, BW, Germany ","6,6 χιλ. | N/A | N/A",6.6,Germany
469,Personio,L5B,8  yrs,"Munich, BY, Germany ","10 χιλ. | 3,3 χιλ. | N/A",10,Germany
470,Zendesk,Staff Software Engineer,15  yrs,"Munich, BY, Germany ","9,6 χιλ. | N/A | 958,3",9.6,Germany
471,CHECK24,Junior Software Engineer,1  yr,"Munich, BY, Germany ","4,6 χιλ. | N/A | N/A",4.6,Germany
472,Blinkist,L2,5  yrs,"Berlin, BE, Germany ","6,2 χιλ. | N/A | N/A",6.2,Germany
473,Woodmark Consulti...,Mid Level,3  yrs,"Munich, BY, Germany ","4,8 χιλ. | N/A | N/A",4.8,Germany
474,selt employed,-,20  yrs,"Me, BW, Germany ",7 χιλ. | N/A | N/A,7,Germany
475,GetYourGuide,L5,5  yrs,"Berlin, BE, Germany ","9,2 χιλ. | N/A | N/A",9.2,Germany
476,Intel,Grade 9,16  yrs,"Munich, BY, Germany ","12,2 χιλ. | 3,7 χιλ. | 1,4 χιλ.",12.2,Germany
477,Deutsche Bahn,L2,5-10  yrs,"Frankfurt, HE, Germany ",6 χιλ. | N/A | N/A,6,Germany
478,Intel,Grade 6,14  yrs,"Munich, BY, Germany ","10 χιλ. | 1,7 χιλ. | N/A",10,Germany
479,Continental Tires,L6,24  yrs,"Wetzlar, HE, Germany ","8,8 χιλ. | N/A | 1 χιλ.",8.8,Germany
480,Siemens AG,-,20  yrs,"Chemnitz, SN, Germany ","6,5 χιλ. | N/A | N/A",6.5,Germany
481,Commerzbank,Software Engineer,4  yrs,"Frankfurt, HE, Germany ","6,5 χιλ. | N/A | 416,7",6.5,Germany
482,OBI,3,6  yrs,"Cologne, NW, Germany ","6,1 χιλ. | N/A | N/A",6.1,Germany
483,Corsair,Senior Software Engineer,20  yrs,"Munich, BY, Germany ","8,3 χιλ. | N/A | N/A",8.3,Germany
484,Semrush,L4,5  yrs,"Berlin, BE, Germany ","6,7 χιλ. | N/A | N/A",6.7,Germany
485,Wolt,L5,13  yrs,"Berlin, BE, Germany ",8 χιλ. | 2 χιλ. | N/A,8,Germany
486,IU Internationale...,L2,7  yrs,"Berlin, BE, Germany ","6,6 χιλ. | N/A | N/A",6.6,Germany
487,CGI,L3,6  yrs,"Berlin, BE, Germany ",4 χιλ. | 100 | N/A,4,Germany
488,KION Group,-,4  yrs,"Frankfurt, HE, Germany ","4,6 χιλ. | N/A | N/A",4.6,Germany
489,Adtran,Senior Software Engineer,7  yrs,"Berlin, BE, Germany ","6,4 χιλ. | N/A | N/A",6.4,Germany
490,TUI,3,7  yrs,"Hannover, NI, Germany ","5,3 χιλ. | N/A | 250",5.3,Germany
491,N/A,hidden,5-10  yrs,"Berlin, BE, Germany ","5,5 χιλ. | N/A | N/A",5.5,Germany
492,SumUp,Senior Software Engineer,15  yrs,"Berlin, BE, Germany ","7,8 χιλ. | N/A | N/A",7.8,Germany
493,Personio,L5,7  yrs,"Munich, BY, Germany ","8,4 χιλ. | 833,3 | N/A",8.4,Germany
494,Delivery Hero,IC4,10  yrs,"Berlin, BE, Germany ","7,9 χιλ. | N/A | N/A",7.9,Germany
495,Microsoft,64,18  yrs,"Stuttgart, BW, Germany ","10,4 χιλ. | 1,3 χιλ. | 1,3 χιλ.",10.4,Germany
496,Red Hat,L2,15  yrs,"Berlin, BE, Germany ","6,6 χιλ. | N/A | N/A",6.6,Germany
497,Deutsche Borse,L3,10  yrs,"Frankfurt, HE, Germany ","7,1 χιλ. | N/A | 833,3",7.1,Germany
498,Zalando,C7,8  yrs,"Berlin, BE, Germany ","7,5 χιλ. | N/A | N/A",7.5,Germany
499,ZF Group,EG14,7  yrs,"Friedrichshafen, BW, Germany ","6,6 χιλ. | N/A | N/A",6.6,Germany
500,Infineon Technolo...,Senior Software Engineer,5  yrs,"Dresden, SN, Germany ","6,2 χιλ. | N/A | N/A",6.2,Germany
501,SAP,T3,7  yrs,"Munich, BY, Germany ","7,1 χιλ. | 1,7 χιλ. | 416,7",7.1,Germany
502,Grammarly,L3,8  yrs,"Berlin, BE, Germany ","9,2 χιλ. | 1,7 χιλ. | N/A",9.2,Germany
503,Mediafellows,L3,10  yrs,"Berlin, BE, Germany ","6,7 χιλ. | N/A | N/A",6.7,Germany
504,SumUp,L5,10  yrs,"Berlin, BE, Germany ","9,2 χιλ. | 708,3 | 166,7",9.2,Germany
505,Snowflake,IC2,4  yrs,"Berlin, BE, Germany ","8,3 χιλ. | 4,2 χιλ. | N/A",8.3,Germany
506,Verisk,L3,8  yrs,"Cologne, NW, Germany ","5,3 χιλ. | N/A | N/A",5.3,Germany
507,N/A,-,5  yrs,"Neuss, NW, Germany ","7,7 χιλ. | N/A | N/A",7.7,Germany
508,Productboard,L5,13  yrs,"Berlin, BE, Germany ",12 χιλ. | N/A | N/A,12,Germany
509,Karlsruhe Institu...,E13-3,5  yrs,"Karlsruhe, BW, Germany ","5,2 χιλ. | N/A | 202,2",5.2,Germany
510,Intel,Grade 6,7  yrs,"Munich, BY, Germany ","6,9 χιλ. | 683,3 | 225",6.9,Germany
511,Docker,3,6  yrs,"Frankfurt, HE, Germany ","6,5 χιλ. | 500 | 416,7",6.5,Germany
512,Wayfair,L3,15  yrs,"Berlin, BE, Germany ","8,3 χιλ. | 4,2 χιλ. | N/A",8.3,Germany
513,Atlas Elektronik,L1,0  yrs,"Bremen, HB, Germany ","5,2 χιλ. | N/A | 429,2",5.2,Germany
514,OTTO,L2,8  yrs,"Hamburg, HH, Germany ","4,9 χιλ. | N/A | N/A",4.9,Germany
515,Tesla,P2,5  yrs,"Berlin, BE, Germany ",6 χιλ. | 625 | N/A,6,Germany
516,Karlsruhe Institu...,E13-2,5  yrs,"Karlsruhe, BW, Germany ","5,4 χιλ. | N/A | N/A",5.4,Germany
517,Careem,hidden,5-10  yrs,"Berlin, BE, Germany ","11,1 χιλ. | 1,7 χιλ. | N/A",11.1,Germany
518,Auto1,L3,8  yrs,"Berlin, BE, Germany ","6,7 χιλ. | N/A | N/A",6.7,Germany
519,MHP,Senior Developer,6  yrs,"Ludwigsburg, BW, Germany ","5,9 χιλ. | N/A | 1 χιλ.",5.9,Germany
520,IBM,Staff Engineer,7  yrs,"Stuttgart, BW, Germany ","7,1 χιλ. | N/A | N/A",7.1,Germany
521,Stadtwerke München,hidden,5-10  yrs,"Munich, BY, Germany ","7,2 χιλ. | N/A | N/A",7.2,Germany
522,N/A,hidden,5-10  yrs,"Erfurt, TH, Germany ","8,8 χιλ. | N/A | N/A",8.8,Germany
523,DHL,Senior ML Engineer,3  yrs,"Bonn, NW, Germany ",5 χιλ. | N/A | 1 χιλ.,5,Germany
524,Klar,L4,5  yrs,"Berlin, BE, Germany ",6 χιλ. | N/A | N/A,6,Germany
525,Intel,Grade 7,11  yrs,"Munich, BY, Germany ","8,5 χιλ. | 1,3 χιλ. | N/A",8.5,Germany
526,Zalando,C5,3  yrs,"Berlin, BE, Germany ","4,5 χιλ. | N/A | N/A",4.5,Germany
527,TIER,L3,8  yrs,"Berlin, BE, Germany ","7,7 χιλ. | N/A | N/A",7.7,Germany
528,iteratec,hidden,5-10  yrs,"Munich, BY, Germany ","7,6 χιλ. | N/A | 83,3",7.6,Germany
529,Deutsche Bank,Associate,9  yrs,"Berlin, BE, Germany ","6,5 χιλ. | N/A | N/A",6.5,Germany
530,German Aerospace ...,E13/4,7  yrs,"Munich, BY, Germany ","6,2 χιλ. | N/A | N/A",6.2,Germany
531,Huawei,16,5  yrs,"Munich, BY, Germany ","8,1 χιλ. | 500 | 1,3 χιλ.",8.1,Germany
532,Aleph Alpha,IC3,2-4  yrs,"Heidelberg, BW, Germany ","6,9 χιλ. | N/A | N/A",6.9,Germany
533,Volkswagen,-,10  yrs,"Berlin, BE, Germany ","6,7 χιλ. | N/A | 541,7",6.7,Germany
534,Mercedes-Benz,EG15,9  yrs,"Stuttgart, BW, Germany ","9,6 χιλ. | N/A | 416,7",9.6,Germany
535,Paradox Cat,-,7  yrs,"Munich, BY, Germany ","8,1 χιλ. | N/A | N/A",8.1,Germany
536,JetBrains,L5,15  yrs,"Munich, BY, Germany ","12,5 χιλ. | N/A | 1,7 χιλ.",12.5,Germany
537,Aignostics,L4,2  yrs,"Berlin, BE, Germany ","6,3 χιλ. | N/A | N/A",6.3,Germany
538,Netlight,Senior Consultant,4  yrs,"Munich, BY, Germany ","6,2 χιλ. | N/A | 833,3",6.2,Germany
539,N/A,hidden,0-1  yrs,"Stuttgart, BW, Germany ","4,5 χιλ. | N/A | N/A",4.5,Germany
540,ARRK,Developer,10  yrs,"Munich, BY, Germany ","6,5 χιλ. | N/A | N/A",6.5,Germany
541,ING,Software Engineer 4,13  yrs,"Frankfurt, HE, Germany ","6,9 χιλ. | N/A | 708,3",6.9,Germany
542,Lightspeed Commerce,Staff Engineer,11  yrs,"Berlin, BE, Germany ","9,2 χιλ. | N/A | N/A",9.2,Germany
543,Volkswagen,Senior,4  yrs,"Berlin, BE, Germany ","7,6 χιλ. | N/A | 633,3",7.6,Germany
544,Rheinmetall,L3,5  yrs,"Hamburg, HH, Germany ","5,7 χιλ. | N/A | N/A",5.7,Germany
545,SIXT,Staff Software Engineer,8  yrs,"Munich, BY, Germany ","8,2 χιλ. | N/A | N/A",8.2,Germany
546,Mercedes-Benz,T6,12  yrs,"Stuttgart, BW, Germany ","8,1 χιλ. | N/A | 833,3",8.1,Germany
547,Bosch Global,EG14,5  yrs,"Stuttgart, BW, Germany ","7,1 χιλ. | N/A | 208,3",7.1,Germany
548,Amazon,SDE II,7  yrs,"Berlin, BE, Germany ","7,7 χιλ. | 2,5 χιλ. | N/A",7.7,Germany
549,ferret-go,-,4  yrs,"Berlin, BE, Germany ",5 χιλ. | N/A | N/A,5,Germany
550,Zalando,C6,6  yrs,"Berlin, BE, Germany ","7,5 χιλ. | N/A | N/A",7.5,Germany
551,wekraum,L2,6  yrs,"Karlsruhe, BW, Germany ",4 χιλ. | N/A | N/A,4,Germany
552,Ommax,L1,3  yrs,"Munich, BY, Germany ","1,8 χιλ. | N/A | N/A",1.8,Germany
553,Exxeta,L1,1  yr,"Berlin, BE, Germany ","1,3 χιλ. | N/A | N/A",1.3,Germany
554,MBition,L3,10  yrs,"Berlin, BE, Germany ","6,8 χιλ. | N/A | N/A",6.8,Germany
555,SAP,T4,15  yrs,"Berlin, BE, Germany ","8 χιλ. | 1,3 χιλ. | N/A",8,Germany
556,Software AG,hidden,0-1  yrs,"Darmstadt, HE, Germany ","4,8 χιλ. | N/A | N/A",4.8,Germany
557,MBition,hidden,5-10  yrs,"Berlin, BE, Germany ","6,6 χιλ. | N/A | 1,1 χιλ.",6.6,Germany
558,SIXT,SDE III,11  yrs,"Munich, BY, Germany ",8 χιλ. | N/A | N/A,8,Germany
559,Wayfair,L2,10  yrs,"Berlin, BE, Germany ","8,3 χιλ. | N/A | N/A",8.3,Germany
560,Google,L5,8  yrs,"Munich, BY, Germany ","10,5 χιλ. | 5,4 χιλ. | 1,8 χιλ.",10.5,Germany
561,SHC Group,L2,7  yrs,"Augsburg, BY, Germany ","7,7 χιλ. | N/A | N/A",7.7,Germany
562,Stadt Konstanz,L3,10  yrs,"Konstanz, BW, Germany ","5,8 χιλ. | N/A | N/A",5.8,Germany
563,TE Connectivity,Senior Software Engineer,11  yrs,"Bensheim, HE, Germany ","7,4 χιλ. | N/A | N/A",7.4,Germany
564,HelloFresh,Senior Software Engineer,9  yrs,"Berlin, BE, Germany ","6,8 χιλ. | 666,7 | N/A",6.8,Germany
565,Expleo Group,L1,0  yrs,"Berlin, BE, Germany ","4,2 χιλ. | N/A | N/A",4.2,Germany
566,ING,Software Engineer 4,12  yrs,"Frankfurt, HE, Germany ","9,2 χιλ. | N/A | N/A",9.2,Germany
567,Tradeshift,L6,14  yrs,"Dusseldorf, NW, Germany ","7,1 χιλ. | N/A | N/A",7.1,Germany
568,SumUp,Software Engineer,8  yrs,"Berlin, BE, Germany ","6,7 χιλ. | N/A | N/A",6.7,Germany
569,Kalo,-,9  yrs,"Hamburg, HH, Germany ","6,6 χιλ. | N/A | N/A",6.6,Germany
570,Google,L3,8  yrs,"Frankfurt, HE, Germany ","7,4 χιλ. | 833,3 | N/A",7.4,Germany
571,ING,Software Engineer 3,12  yrs,"Berlin, BE, Germany ","7,3 χιλ. | N/A | N/A",7.3,Germany
572,N/A,hidden,5-10  yrs,"Frankfurt, HE, Germany ","6,3 χιλ. | N/A | N/A",6.3,Germany
573,Radancy,Senior,7  yrs,"Hamburg, HH, Germany ","8,5 χιλ. | N/A | N/A",8.5,Germany
574,Simplytest,L3,8  yrs,"Berlin, BE, Germany ","6,7 χιλ. | N/A | N/A",6.7,Germany
575,GetYourGuide,L3,1  yr,"Berlin, BE, Germany ","10,8 χιλ. | N/A | N/A",10.8,Germany
576,Clark,-,3  yrs,"Frankfurt, HE, Germany ","5,8 χιλ. | N/A | N/A",5.8,Germany
577,adesso,Senior Software Engineer,8  yrs,"Munich, BY, Germany ","6,3 χιλ. | N/A | N/A",6.3,Germany
578,Mercedes-Benz,T7,10  yrs,"Sindelfingen, BW, Germany ","8,8 χιλ. | N/A | N/A",8.8,Germany
579,Okta,Staff Software Engineer,18  yrs,"Munich, BY, Germany ","10,3 χιλ. | 1,7 χιλ. | 1 χιλ.",10.3,Germany
580,Valeo,L3,10  yrs,"Munich, BY, Germany ","8,7 χιλ. | N/A | N/A",8.7,Germany
581,Zalando,C7,9  yrs,"Berlin, BE, Germany ","7,5 χιλ. | N/A | N/A",7.5,Germany
582,Technology & Stra...,L2,4  yrs,"Stuttgart, BW, Germany ",5 χιλ. | N/A | N/A,5,Germany
583,Enpal,Senior,17  yrs,"Berlin, BE, Germany ","7,5 χιλ. | N/A | N/A",7.5,Germany
584,CarOnSale,-,6  yrs,"Berlin, BE, Germany ",7 χιλ. | N/A | N/A,7,Germany
585,SHC Group,-,10  yrs,"Augsburg, BY, Germany ","8,7 χιλ. | N/A | N/A",8.7,Germany
586,NewStore,L3,9  yrs,"Berlin, BE, Germany ","4,7 χιλ. | N/A | N/A",4.7,Germany
587,Infineon Technolo...,Senior Staff Software Engineer,15  yrs,"Munich, BY, Germany ","9,2 χιλ. | N/A | N/A",9.2,Germany
588,Amazon,SDE II,3  yrs,"Berlin, BE, Germany ","7,8 χιλ. | 2,2 χιλ. | N/A",7.8,Germany
589,Kuehne+Nagel,Software Engineer,4  yrs,"Hamburg, HH, Germany ","6,3 χιλ. | N/A | N/A",6.3,Germany
590,Wayfair,L3,10  yrs,"Berlin, BE, Germany ","9,6 χιλ. | 3,3 χιλ. | N/A",9.6,Germany
591,N/A,hidden,5-10  yrs,"Dresden, SN, Germany ",6 χιλ. | N/A | N/A,6,Germany
592,Infineon Technolo...,Senior Staff,7  yrs,"Munich, BY, Germany ","9,6 χιλ. | N/A | 625",9.6,Germany
593,Qt,L2,8  yrs,"Berlin, BE, Germany ","5,8 χιλ. | N/A | N/A",5.8,Germany
594,BMW Group,L0,1  yr,"Munich, BY, Germany ","4,9 χιλ. | N/A | N/A",4.9,Germany
595,DHL,L1,9  yrs,"Bonn, NW, Germany ","4,5 χιλ. | N/A | 625",4.5,Germany
596,Trade Republic,Software Engineer II,8  yrs,"Berlin, BE, Germany ","7,1 χιλ. | N/A | N/A",7.1,Germany
597,freiheit.com,Software Engineer II,4  yrs,"Hamburg, HH, Germany ","5,9 χιλ. | N/A | N/A",5.9,Germany
598,Wayfair,L2,17  yrs,"Berlin, BE, Germany ","6,7 χιλ. | 3,3 χιλ. | N/A",6.7,Germany
599,Atos,Junior Software Engineer,3  yrs,"Munich, BY, Germany ","5,2 χιλ. | N/A | N/A",5.2,Germany
600,Deutsche Bank,AVP,7  yrs,"Berlin, BE, Germany ",7 χιλ. | N/A | N/A,7,Germany
601,Alfred Wegener In...,TV L13,4  yrs,"Bremerhaven, HB, Germany ","5,8 χιλ. | N/A | N/A",5.8,Germany
602,All4Labels,L3,6  yrs,"Hamburg, HH, Germany ",5 χιλ. | N/A | N/A,5,Germany
603,Zooplus,70000,4  yrs,"Munich, BY, Germany ","5,8 χιλ. | N/A | N/A",5.8,Germany
604,SAP,T3,7  yrs,"Munich, BY, Germany ","7,1 χιλ. | 1,7 χιλ. | N/A",7.1,Germany
605,DATEV,Working Student,5  yrs,"Me, BW, Germany ","4,1 χιλ. | N/A | N/A",4.1,Germany
606,Wayfair,L3,7  yrs,"Berlin, BE, Germany ","9,5 χιλ. | 3,3 χιλ. | N/A",9.5,Germany
607,Vivid Money,-,9  yrs,"Berlin, BE, Germany ","6,2 χιλ. | N/A | N/A",6.2,Germany
608,dxFeed,L6,10  yrs,"Munich, BY, Germany ","7,5 χιλ. | N/A | N/A",7.5,Germany
609,Amazon,SDE I,4  yrs,"Berlin, BE, Germany ","7,7 χιλ. | 916,7 | N/A",7.7,Germany
610,Bielefeld University,E13,4  yrs,"Bielefeld, NW, Germany ",5 χιλ. | N/A | N/A,5,Germany
611,Fernride,hidden,5-10  yrs,"Munich, BY, Germany ","10 χιλ. | 416,7 | N/A",10,Germany
612,AppSmart,L3,15  yrs,"Wiesbaden, HE, Germany ","7,7 χιλ. | N/A | N/A",7.7,Germany
613,Veeva Systems,Software Engineer,5  yrs,"Frankfurt, HE, Germany ","6,9 χιλ. | 1,6 χιλ. | N/A",6.9,Germany
614,QuantCo,-,1  yr,"Munich, BY, Germany ","8,3 χιλ. | 416,7 | N/A",8.3,Germany
615,Zalando,C6,5  yrs,"Berlin, BE, Germany ","6,7 χιλ. | N/A | N/A",6.7,Germany
616,Grafana,Senior Software Engineer 2,12  yrs,"Munich, BY, Germany ","10 χιλ. | 1,8 χιλ. | N/A",10,Germany
617,SAP,T3,19  yrs,"Munich, BY, Germany ","8,6 χιλ. | 1,3 χιλ. | 633,3",8.6,Germany
618,Anschütz,Software Engineer,7  yrs,"Kiel, SH, Germany ","7,3 χιλ. | N/A | 500",7.3,Germany
619,Bosch Global,hidden,11+  yrs,"Stuttgart, BW, Germany ","9,2 χιλ. | N/A | 2,5 χιλ.",9.2,Germany
620,SAP,T1,1  yr,"Munich, BY, Germany ","5,1 χιλ. | N/A | N/A",5.1,Germany
621,Cariad,L8,14  yrs,"Munich, BY, Germany ","11,8 χιλ. | N/A | 2,9 χιλ.",11.8,Germany
622,Mercedes-Benz,Staff,6  yrs,"Stuttgart, BW, Germany ","8,8 χιλ. | 166,7 | N/A",8.8,Germany
623,HelloFresh,Staff Software Engineer,13  yrs,"Berlin, BE, Germany ","10,6 χιλ. | N/A | N/A",10.6,Germany
624,REFLEX Aerospace,-,2  yrs,"Berlin, BE, Germany ","5,8 χιλ. | N/A | N/A",5.8,Germany
625,Adjoe,Middle,4  yrs,"Hamburg, HH, Germany ","5,7 χιλ. | N/A | N/A",5.7,Germany
626,BMW Group,EG12,9  yrs,"Ulm, BW, Germany ","8,3 χιλ. | N/A | 508,3",8.3,Germany
627,N/A,-,13  yrs,"Hamburg, HH, Germany ","6,2 χιλ. | N/A | N/A",6.2,Germany
628,Gebit Solutions,L2,7  yrs,"Stuttgart, BW, Germany ","6,7 χιλ. | N/A | N/A",6.7,Germany
629,Amazon,SDE III,12  yrs,"Berlin, BE, Germany ","10,4 χιλ. | 6,9 χιλ. | N/A",10.4,Germany
630,N/A,hidden,5-10  yrs,"Munich, BY, Germany ",6 χιλ. | N/A | N/A,6,Germany
631,SAP,T1,5  yrs,"Berlin, BE, Germany ","5,2 χιλ. | N/A | N/A",5.2,Germany
632,Hyundai Glovis,3 Years,3  yrs,"Berlin, BE, Germany ","3,8 χιλ. | N/A | N/A",3.8,Germany
633,Deutsche Bank,VP,9  yrs,"Berlin, BE, Germany ","9,2 χιλ. | N/A | 833,3",9.2,Germany
634,Oculai,L4,6  yrs,"Munich, BY, Germany ","6,2 χιλ. | N/A | N/A",6.2,Germany
635,Karlsruhe Institu...,hidden,5-10  yrs,"Karlsruhe, BW, Germany ","5,4 χιλ. | N/A | N/A",5.4,Germany
636,N/A,hidden,2-4  yrs,"Berlin, BE, Germany ",5 χιλ. | N/A | N/A,5,Germany
637,Cariad,7,11+  yrs,"Berlin, BE, Germany ","8,3 χιλ. | N/A | N/A",8.3,Germany
638,SAP,T1,3  yrs,"Walldorf, BW, Germany ","2,8 χιλ. | N/A | N/A",2.8,Germany
639,Mozilla,P3,7  yrs,"Berlin, BE, Germany ","9,2 χιλ. | N/A | 2,1 χιλ.",9.2,Germany
640,Volkswagen,Senior Software Engineer,7  yrs,"Munich, BY, Germany ","7,5 χιλ. | N/A | N/A",7.5,Germany
